Name,University,JoinYear,Rank,Subfield,,,,,,,,,,,,,,,,,,
Matthew Flatt,University of Utah,2003,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Matthew Might,University of Utah,2008,Assistant,Programming Languages,,,,,,,,,,,,,,,,,,
Mike Kirby,University of Utah,2003,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Miriah Meyer,University of Utah,2011,Assistant,Scientific Computing,,,,,,,,,,,,,,,,,,
Rajeev Balasubramonian,University of Utah,2004,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Rich Riesenfeld,University of Utah,,Full,Graphics,,,,,,,,,,,,,,,,,,
Richard Brown,University of Utah,2004,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Ross Whitaker,University of Utah,2000,Full,Graphics,,,,,,,,,,,,,,,,,,
Sneha Kasera,University of Utah,2011,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Suresh Venkatasubramanian,University of Utah,2007,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Thomas Fletcher,University of Utah,2004,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Thomas Schmid,University of Utah,2011,Adjunct,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Tolga Tasdizen,University of Utah,2004,Adjunct,Scientific Computing,,,,,,,,,,,,,,,,,,
Tom Henderson,University of Utah,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Valerio Pascucci,University of Utah,2008,Full,Graphics,,,,,,,,,,,,,,,,,,
Vivek Srikumar,University of Utah,2014,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
William Thompson,University of Utah,1991,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Zvonimir Rakamaric,University of Utah,2012,Assistant,Software Engineering,,,,,,,,,,,,,,,,,,
Aaron Quinlan,University of Virginia,2011,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Abhi Shelat,University of Virginia,2007,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Alfred Weaver,University of Virginia,1977,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Andrew Grimshaw,University of Virginia,1988,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Connelly Barnes,University of Virginia,2013,Assistant,Graphics,,,,,,,,,,,,,,,,,,
David Evans,University of Virginia,1999,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Gabriel Robins,University of Virginia,1992,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jack Davidson,University of Virginia,2003,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
James Cohoon,University of Virginia,1990,Associate,Computer Education,,,,,,,,,,,,,,,,,,
Jason Lawrence,University of Virginia,2006,Associate,Graphics,,,,,,,,,,,,,,,,,,
John Knight,University of Virginia,1981,Full,Software Engineering,,,,,,,,,,,,,,,,,,
John Stankovic,University of Virginia,1997,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Kamin Whitehouse,University of Virginia,2006,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Kevin Skadron,University of Virginia,1999,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Kevin Sullivan,University of Virginia,1994,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Malathi Veeraraghavan,University of Virginia,2003,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Marty Humphrey,University of Virginia,1998,Associate,World Wide Web,,,,,,,,,,,,,,,,,,
Mary Lou Soffa,University of Virginia,2004,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Mohammad Mahmoody,University of Virginia,2013,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Sudhanva Gurumurthi,University of Virginia,2005,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Westley Weimer,University of Virginia,2006,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Worthy Martin,University of Virginia,1982,Associate,Computer Vision,,,,,,,,,,,,,,,,,,
Yanjun Qi,University of Virginia,2013,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Alan Borning,University of Washington,1980,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Ali Farhadi,University of Washington,2012,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Anna R. Karlin,University of Washington,1994,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Anup Rao,University of Washington,2010,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Arvind Krishnamurthy,University of Washington,2005,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Brian L. Curless,University of Washington,1998,Full,Graphics,,,,,,,,,,,,,,,,,,
Carlos Guestrin,University of Washington,2012,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Dan Grossman,University of Washington,2003,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Dan Suciu,University of Washington,2000,Full,Databases,,,,,,,,,,,,,,,,,,
Daniel S. Weld,University of Washington,1988,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
David Wetherall,University of Washington,1999,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Dieter Fox,University of Washington,2000,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Ed Lazowska,University of Washington,1977,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Emanuel Todorov,University of Washington,2008,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Gaetano Borriello,University of Washington,1988,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Georg Seelig,University of Washington,2009,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Henry M. Levy,University of Washington,1983,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Ira Kemelmacher-Shlizerman,University of Washington,2012,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
James A. Fogarty,University of Washington,2006,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
James Landay,University of Washington,2003,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
James R. Lee,University of Washington,2006,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jeff Heer,University of Washington,2013,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
John Zahorjan,University of Washington,1980,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Joshua R. Smith,University of Washington,2011,Associate,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Larry Ruzzo,University of Washington,1977,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Linda Shapiro,University of Washington,1986,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Luis Ceze,University of Washington,2007,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Luke Zettlemoyer,University of Washington,2009,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Magdalena Balazinska,University of Washington,2006,Associate,Databases,,,,,,,,,,,,,,,,,,
Mark Oskin,University of Washington,2001,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Martin Tompa,University of Washington,1978,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Maya Cakmak,University of Washington,2013,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Michael Ernst,University of Washington,2009,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Noah Smith,University of Washington,2015,Associate,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Oren Etzioni,University of Washington,1991,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Paul Beame,University of Washington,1987,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Pedro Domingos,University of Washington,1999,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Rajesh Rao,University of Washington,2000,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Richard Anderson,University of Washington,1986,Full,Computer Education,,,,,,,,,,,,,,,,,,
Richard E. Ladner,University of Washington,1971,Full,Computer Education,,,,,,,,,,,,,,,,,,
Shwetak Patel,University of Washington,2008,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Shyam Gollakota,University of Washington,2012,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Steve Gribble,University of Washington,2000,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Steve Tanimoto,University of Washington,1977,Full,Graphics,,,,,,,,,,,,,,,,,,
Steven D. Gribble,University of Washington,2000,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Steven Seitz,University of Washington,2000,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Su-In Lee,University of Washington,2010,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Tadayoshi Kohno,University of Washington,2006,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Tom Anderson,University of Washington,1997,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Zoran Popovic,University of Washington,1999,Full,Graphics,,,,,,,,,,,,,,,,,,
Aditya Akella,University of Wisconsin - Madison,2006,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Amos Ron,University of Wisconsin - Madison,1990,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Andrea Arpaci-Dusseau,University of Wisconsin - Madison,2000,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Anhai Doan,University of Wisconsin - Madison,2006,Associate,Databases,,,,,,,,,,,,,,,,,,
Barton Miller,University of Wisconsin - Madison,1984,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Ben Liblit,University of Wisconsin - Madison,2005,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Benjamin Snyder,University of Wisconsin - Madison,2010,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Bilge Mutlu,University of Wisconsin - Madison,2009,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Charles Dyer,University of Wisconsin - Madison,1982,Full,Computer Vision,,,,,,,,,,,,,,,,,,
David Wood,University of Wisconsin - Madison,1990,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Deborah Joseph,University of Wisconsin - Madison,,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Dieter van Melkebeek,University of Wisconsin - Madison,2001,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Eftychios Sifakis,University of Wisconsin - Madison,2011,Assistant,Graphics,,,,,,,,,,,,,,,,,,
Eric Bach,University of Wisconsin - Madison,1984,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Gurindar Sohi,University of Wisconsin - Madison,1985,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Jeffrey Naughton,University of Wisconsin - Madison,1990,Full,Databases,,,,,,,,,,,,,,,,,,
Jerry Zhu,University of Wisconsin - Madison,2011,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Jignesh Patel,University of Wisconsin - Madison,2008,Full,Databases,,,,,,,,,,,,,,,,,,
Jin-Yi Cai,University of Wisconsin - Madison,2002,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jude Shavlik,University of Wisconsin - Madison,1988,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Karthikeyan Sankaralingam,University of Wisconsin - Madison,2006,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Li Zhang,University of Wisconsin - Madison,2007,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Mark D. Hill,University of Wisconsin - Madison,1988,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Michael Ferris,University of Wisconsin - Madison,1988,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Michael Gleicher,University of Wisconsin - Madison,1998,Full,Graphics,,,,,,,,,,,,,,,,,,
Michael Swift,University of Wisconsin - Madison,2006,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Miron Livny,University of Wisconsin - Madison,1983,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Paul Barford,University of Wisconsin - Madison,2001,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Remzi Arpaci-Dusseau,University of Wisconsin - Madison,2000,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Shan Lu,University of Wisconsin - Madison,2009,Assistant,Software Engineering,,,,,,,,,,,,,,,,,,
Shuchi Chawla,University of Wisconsin - Madison,2006,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Somesh Jha,University of Wisconsin - Madison,2000,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Stephen Wright,University of Wisconsin - Madison,2001,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Suman Banerjee,University of Wisconsin - Madison,2003,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Susan Horwitz,University of Wisconsin - Madison,1985,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Thomas Reps,University of Wisconsin - Madison,1985,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Thomas Ristenpart,University of Wisconsin - Madison,2011,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Xiaojin Zhu,University of Wisconsin - Madison,2011,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Adrian Sandu,Virginia Polytechnic Institute and State University,2003,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Alexey V Onufriev,Virginia Polytechnic Institute and State University,,Associate,Scientific Computing,,,,,,,,,,,,,,,,,,
Ali R Butt,Virginia Polytechnic Institute and State University,,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Anil Kumar Vullikanti,Virginia Polytechnic Institute and State University,,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
B. Aditya Prakash,Virginia Polytechnic Institute and State University,2012,Assistant,Data Mining,,,,,,,,,,,,,,,,,,
Barbara Ryder,Virginia Polytechnic Institute and State University,2008,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Calvin J. Ribbens,Virginia Polytechnic Institute and State University,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Chang-Tien Lu,Virginia Polytechnic Institute and State University,,Associate,Databases,,,,,,,,,,,,,,,,,,
Changhee Jung,Virginia Polytechnic Institute and State University,2013,Assistant,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Chris North,Virginia Polytechnic Institute and State University,2000,Associate,Graphics,,,,,,,,,,,,,,,,,,
Christopher Barrett,Virginia Polytechnic Institute and State University,,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Cliff Shaffer,Virginia Polytechnic Institute and State University,1987,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Csaba J. Egyhazy,Virginia Polytechnic Institute and State University,,Associate,Databases,,,,,,,,,,,,,,,,,,
Danfeng (Daphne) Yao,Virginia Polytechnic Institute and State University,2010,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Deborah Tatar,Virginia Polytechnic Institute and State University,2003,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Denis Gracanin,Virginia Polytechnic Institute and State University,1995,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Dennis Kafura,Virginia Polytechnic Institute and State University,1982,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Dongyoon Lee,Virginia Polytechnic Institute and State University,2013,Assistant,Operating Systems,,,,,,,,,,,,,,,,,,
Doug A. Bowman,Virginia Polytechnic Institute and State University,1999,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Edward A. Fox,Virginia Polytechnic Institute and State University,1983,Full,Information Retrieval,,,,,,,,,,,,,,,,,,
Eli Tilevich,Virginia Polytechnic Institute and State University,,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Godmar Back,Virginia Polytechnic Institute and State University,2004,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Ing-Ray Chen,Virginia Polytechnic Institute and State University,1997,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Kirk W. Cameron,Virginia Polytechnic Institute and State University,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Layne T. Watson,Virginia Polytechnic Institute and State University,2008,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Lenwood S Heath,Virginia Polytechnic Institute and State University,1987,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Liqing Zhang,Virginia Polytechnic Institute and State University,,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Madhav Marathe,Virginia Polytechnic Institute and State University,1997,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Naren Ramakrishnan,Virginia Polytechnic Institute and State University,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Osman Balci,Virginia Polytechnic Institute and State University,1981,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Scott McCrickard,Virginia Polytechnic Institute and State University,2000,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Stephen H. Edwards,Virginia Polytechnic Institute and State University,,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Steve Harrison,Virginia Polytechnic Institute and State University,2003,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
T. M. Murali,Virginia Polytechnic Institute and State University,,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Wenjing Lou,Virginia Polytechnic Institute and State University,2011,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Wu Feng,Virginia Polytechnic Institute and State University,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Yang Cao,Virginia Polytechnic Institute and State University,,Associate,Scientific Computing,,,,,,,,,,,,,,,,,,
Yong Cao,Virginia Polytechnic Institute and State University,2007,Assistant,Graphics,,,,,,,,,,,,,,,,,,
Caitlin Kelleher,Washington University - St. Louis,2007,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Chenyang Lu,Washington University - St. Louis,2008,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Christopher Gill,Washington University - St. Louis,2012,Full,Real-Time & Embedded Systems,,,,,,,,,,,,,,,,,,
Jeremy Buhler,Washington University - St. Louis,2001,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Jonathan Turner,Washington University - St. Louis,1988,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Kilian Weinberger,Washington University - St. Louis,2010,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Kunal Agrawal,Washington University - St. Louis,2009,Assistant,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Michael Brent,Washington University - St. Louis,1999,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Patrick Crowley,Washington University - St. Louis,2007,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Raj Jain,Washington University - St. Louis,2005,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Robert Pless,Washington University - St. Louis,2000,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Roch Guerin,Washington University - St. Louis,2013,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Roger Chamberlain,Washington University - St. Louis,1994,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Ron Cytron,Washington University - St. Louis,1993,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Sanmay Das,Washington University - St. Louis,2006,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Tao Ju,Washington University - St. Louis,2005,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Viktor Gruev,Washington University - St. Louis,2008,Assistant,Software Engineering,,,,,,,,,,,,,,,,,,
Weixiong Zhang,Washington University - St. Louis,2000,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
William Richard,Washington University - St. Louis,1988,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Yasutaka Furukawa,Washington University - St. Louis,2013,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Yixin Chen,Washington University - St. Louis,2005,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Avi Silberschatz,Yale University,2003,Full,Databases,,,,,,,,,,,,,,,,,,
Brian Scassellati,Yale University,2001,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
